TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315969553.92636365,00000000-0000-0000-0000-000000000000,AV,1144.9684499860616,65.57296326352665,PIT
315969553.92636365,00000000-0000-0000-0000-000000029121,OTHERS,1147.9335321473518,70.08056874052538,PIT
315969553.92636365,00000000-0000-0000-0000-000000030760,OTHERS,1150.5009026106782,76.1067075490861,PIT
315969553.92636365,00000000-0000-0000-0000-000000031394,OTHERS,1134.1492395819253,43.54712483150013,PIT
315969553.92636365,00000000-0000-0000-0000-000000031474,OTHERS,1138.250665893811,57.787284484016936,PIT
315969553.92636365,00000000-0000-0000-0000-000000030805,OTHERS,1163.1929825380494,84.69367486374655,PIT
315969553.92636365,00000000-0000-0000-0000-000000030974,OTHERS,1160.7218781650845,79.70190843944164,PIT
315969553.92636365,00000000-0000-0000-0000-000000030977,OTHERS,1158.2567384577944,74.28042736492841,PIT
315969553.92636365,00000000-0000-0000-0000-000000031019,OTHERS,1161.1360373380867,86.8746744397109,PIT
315969553.92636365,00000000-0000-0000-0000-000000031160,OTHERS,1152.5060207689298,63.020654686243276,PIT
315969553.92636365,00000000-0000-0000-0000-000000031173,OTHERS,1163.4080540786695,86.48882503667471,PIT
315969553.92636365,00000000-0000-0000-0000-000000031439,OTHERS,1133.1639603576946,50.94171751096858,PIT
315969553.92636365,00000000-0000-0000-0000-000000032023,OTHERS,1170.4850511824204,117.55007774422548,PIT
315969553.92636365,00000000-0000-0000-0000-000000031069,OTHERS,1155.0402398150518,68.47122283171359,PIT
315969553.92636365,00000000-0000-0000-0000-000000031289,OTHERS,1135.399592513972,35.71777560826627,PIT
315969553.92636365,00000000-0000-0000-0000-000000031524,OTHERS,1134.6799950945212,36.8720690874226,PIT
315969553.92636365,00000000-0000-0000-0000-000000031495,OTHERS,1144.6618811647709,48.723080607285176,PIT
315969553.92636365,00000000-0000-0000-0000-000000031533,OTHERS,1150.05504122065,46.42087230943536,PIT
315969553.92636365,00000000-0000-0000-0000-000000031556,OTHERS,1138.5514691351625,35.94119076372903,PIT
