TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315969738.4937312,00000000-0000-0000-0000-000000000000,AV,1558.9571594987824,247.1029282390683,PIT
315969738.4937312,00000000-0000-0000-0000-000000047349,OTHERS,1574.9474835896908,249.46840753590573,PIT
315969738.4937312,00000000-0000-0000-0000-000000050238,OTHERS,1583.277753347567,247.8354195688728,PIT
315969738.4937312,00000000-0000-0000-0000-000000050230,OTHERS,1569.266122203084,243.69352230810932,PIT
315969738.4937312,00000000-0000-0000-0000-000000049985,OTHERS,1568.9990533675748,250.8504934730649,PIT
315969738.4937312,00000000-0000-0000-0000-000000050764,OTHERS,1599.2160397861728,243.51052838605455,PIT
315969738.4937312,00000000-0000-0000-0000-000000050805,OTHERS,1590.5839794221067,250.27436155568626,PIT
315969738.4937312,00000000-0000-0000-0000-000000050548,OTHERS,1575.3972280310284,245.63815245755416,PIT
315969738.4937312,00000000-0000-0000-0000-000000050812,OTHERS,1569.3975327327466,247.4233647250757,PIT
315969738.4937312,00000000-0000-0000-0000-000000050831,OTHERS,1560.6708522512595,244.1200833801617,PIT
315969738.4937312,00000000-0000-0000-0000-000000050639,OTHERS,1599.9519562024868,251.4876889744503,PIT
315969738.4937312,00000000-0000-0000-0000-000000051149,OTHERS,1499.1287908015554,214.92010098952053,PIT
315969738.4937312,00000000-0000-0000-0000-000000051122,OTHERS,1498.7956476769625,227.80281272730298,PIT
315969738.4937312,00000000-0000-0000-0000-000000051151,OTHERS,1578.8002752238058,257.45670814689,PIT
315969738.4937312,00000000-0000-0000-0000-000000051157,OTHERS,1485.4888790123264,216.9474549878717,PIT
315969738.4937312,00000000-0000-0000-0000-000000051091,OTHERS,1559.4389242460888,258.6817873180965,PIT
315969738.4937312,00000000-0000-0000-0000-000000051145,OTHERS,1504.5327393965783,234.2644757239233,PIT
315969738.4937312,00000000-0000-0000-0000-000000050671,AGENT,1589.4463173340762,253.2391446484851,PIT
315969738.4937312,00000000-0000-0000-0000-000000050895,OTHERS,1570.8598766586042,243.23765426122208,PIT
315969738.4937312,00000000-0000-0000-0000-000000051131,OTHERS,1642.4746992445428,221.03200928539542,PIT
315969738.4937312,00000000-0000-0000-0000-000000051102,OTHERS,1544.7122580676612,229.727396587159,PIT
315969738.4937312,00000000-0000-0000-0000-000000051107,OTHERS,1509.0553745048544,232.0219975000029,PIT
315969738.4937312,00000000-0000-0000-0000-000000050433,OTHERS,1583.2121200638699,251.00351002859543,PIT
315969738.4937312,00000000-0000-0000-0000-000000051037,OTHERS,1635.1056781296195,235.72143889238686,PIT
315969738.63347405,00000000-0000-0000-0000-000000000000,AV,1559.0846872871634,247.14473263805684,PIT
315969738.63347405,00000000-0000-0000-0000-000000047349,OTHERS,1575.0282444881213,249.52940334210584,PIT
315969738.63347405,00000000-0000-0000-0000-000000050238,OTHERS,1583.6074656486487,247.62900430781292,PIT
315969738.63347405,00000000-0000-0000-0000-000000050230,OTHERS,1569.3240264709202,243.68456627051918,PIT
315969738.63347405,00000000-0000-0000-0000-000000050639,OTHERS,1600.7210538527008,251.2914175666019,PIT
315969738.63347405,00000000-0000-0000-0000-000000049985,OTHERS,1569.1017101919858,250.8139506312877,PIT
315969738.63347405,00000000-0000-0000-0000-000000050764,OTHERS,1599.4959174797061,243.21841320169904,PIT
315969738.63347405,00000000-0000-0000-0000-000000050805,OTHERS,1591.0427730908593,250.1851700701484,PIT
315969738.63347405,00000000-0000-0000-0000-000000050548,OTHERS,1575.3270542412133,245.57662657529187,PIT
315969738.63347405,00000000-0000-0000-0000-000000050812,OTHERS,1569.4081293527508,247.44544220469987,PIT
315969738.63347405,00000000-0000-0000-0000-000000050831,OTHERS,1560.6659889641776,244.1122361143506,PIT
315969738.63347405,00000000-0000-0000-0000-000000051157,OTHERS,1485.3193794335075,217.2467802199669,PIT
315969738.63347405,00000000-0000-0000-0000-000000051091,OTHERS,1559.35713536737,258.60360655657314,PIT
315969738.63347405,00000000-0000-0000-0000-000000051151,OTHERS,1577.4517700278634,256.971228758346,PIT
315969738.63347405,00000000-0000-0000-0000-000000051145,OTHERS,1504.5923129158145,233.9403417749911,PIT
315969738.63347405,00000000-0000-0000-0000-000000050671,AGENT,1589.8932028041434,253.22218288993525,PIT
315969738.63347405,00000000-0000-0000-0000-000000050895,OTHERS,1570.8273630607353,243.20692232097485,PIT
315969738.63347405,00000000-0000-0000-0000-000000051131,OTHERS,1644.0767631480944,220.758045271831,PIT
315969738.63347405,00000000-0000-0000-0000-000000051102,OTHERS,1544.8101155600339,229.8011646873801,PIT
315969738.63347405,00000000-0000-0000-0000-000000051122,OTHERS,1498.3604998067608,229.00601382904304,PIT
315969738.63347405,00000000-0000-0000-0000-000000051107,OTHERS,1509.1429466870968,231.5386517849257,PIT
315969738.63347405,00000000-0000-0000-0000-000000050433,OTHERS,1583.4363899000589,251.08732452175488,PIT
315969738.63347405,00000000-0000-0000-0000-000000051037,OTHERS,1635.1292815258814,235.7652888404656,PIT
315969738.75724393,00000000-0000-0000-0000-000000000000,AV,1559.0846310786985,247.14452396397945,PIT
315969738.75724393,00000000-0000-0000-0000-000000047349,OTHERS,1575.0752735134022,249.54083418577423,PIT
315969738.75724393,00000000-0000-0000-0000-000000050238,OTHERS,1583.8302340204834,247.76606997652425,PIT
315969738.75724393,00000000-0000-0000-0000-000000050230,OTHERS,1569.273411045628,243.68316960693542,PIT
315969738.75724393,00000000-0000-0000-0000-000000050639,OTHERS,1601.050839054492,251.178777230447,PIT
315969738.75724393,00000000-0000-0000-0000-000000050805,OTHERS,1591.2685014924598,250.09067334028137,PIT
315969738.75724393,00000000-0000-0000-0000-000000050548,OTHERS,1575.417598104669,245.63197619716087,PIT
315969738.75724393,00000000-0000-0000-0000-000000050812,OTHERS,1569.3670536892128,247.43394529959733,PIT
315969738.75724393,00000000-0000-0000-0000-000000050831,OTHERS,1560.6633347574198,244.11078511718028,PIT
315969738.75724393,00000000-0000-0000-0000-000000050671,AGENT,1590.1458308709127,253.25174628768863,PIT
315969738.75724393,00000000-0000-0000-0000-000000050895,OTHERS,1570.9187266543406,243.1909123263404,PIT
315969738.75724393,00000000-0000-0000-0000-000000051157,OTHERS,1485.3116797646207,217.32100713820682,PIT
315969738.75724393,00000000-0000-0000-0000-000000051091,OTHERS,1559.2648107317675,258.56608621513044,PIT
315969738.75724393,00000000-0000-0000-0000-000000049985,OTHERS,1569.0814800229086,250.78021749029912,PIT
315969738.75724393,00000000-0000-0000-0000-000000050764,OTHERS,1599.7180682196586,242.93785256475726,PIT
315969738.75724393,00000000-0000-0000-0000-000000051107,OTHERS,1509.1429466870968,231.5386517849257,PIT
315969738.75724393,00000000-0000-0000-0000-000000051151,OTHERS,1576.794535433992,256.75381130850565,PIT
315969738.75724393,00000000-0000-0000-0000-000000051145,OTHERS,1504.6770121666175,233.8163984009983,PIT
315969738.75724393,00000000-0000-0000-0000-000000051131,OTHERS,1644.0767631480944,220.758045271831,PIT
315969738.75724393,00000000-0000-0000-0000-000000051102,OTHERS,1544.9379727174353,229.88738262399647,PIT
315969738.75724393,00000000-0000-0000-0000-000000051122,OTHERS,1498.1923366443689,229.5365914735028,PIT
315969738.75724393,00000000-0000-0000-0000-000000050433,OTHERS,1583.5988391674412,251.00933773185682,PIT
315969738.75724393,00000000-0000-0000-0000-000000051037,OTHERS,1635.9675781603235,235.1792501926755,PIT
315969738.883159,00000000-0000-0000-0000-000000000000,AV,1559.0843455889624,247.1450194405465,PIT
315969738.883159,00000000-0000-0000-0000-000000047349,OTHERS,1575.1658556497225,249.5630935475789,PIT
315969738.883159,00000000-0000-0000-0000-000000050238,OTHERS,1584.1667952700302,247.47445238150473,PIT
315969738.883159,00000000-0000-0000-0000-000000050230,OTHERS,1569.2833271804068,243.68113197176845,PIT
315969738.883159,00000000-0000-0000-0000-000000050639,OTHERS,1601.4593698403178,251.16690151826828,PIT
315969738.883159,00000000-0000-0000-0000-000000050805,OTHERS,1591.4634383338778,250.1001983372874,PIT
315969738.883159,00000000-0000-0000-0000-000000050548,OTHERS,1575.459502217153,245.63275308321576,PIT
315969738.883159,00000000-0000-0000-0000-000000050812,OTHERS,1569.3585652237368,247.42521823558891,PIT
315969738.883159,00000000-0000-0000-0000-000000050831,OTHERS,1560.6716930810412,244.11211075161918,PIT
315969738.883159,00000000-0000-0000-0000-000000050671,AGENT,1590.1921270233881,253.29943316384515,PIT
315969738.883159,00000000-0000-0000-0000-000000050895,OTHERS,1570.9199867623224,243.2170592191217,PIT
315969738.883159,00000000-0000-0000-0000-000000051157,OTHERS,1485.3780048700905,217.1213917572257,PIT
